DATE_TIME,True,LR_Pred,RF_Pred,Residual_LR,Residual_RF
2020-06-13 15:30:00,655.25,655.2500000000139,655.1947678610004,-1.3869794202037156e-11,0.055232138999599556
2020-06-13 15:30:00,773.1625,773.162500000017,773.1176785650003,-1.693933882052079e-11,0.04482143499967606
2020-06-13 15:30:00,718.3142857,718.3142857000162,718.4227857240003,-1.6143530956469476e-11,-0.10850002400025005
2020-06-13 15:30:00,785.9125,785.9125000000176,786.073267858,-1.7621459846850485e-11,-0.1607678579999856
2020-06-13 15:30:00,856.7857143,856.7857143000208,857.2343642860003,-2.0804691303055733e-11,-0.44864998600030503
2020-06-13 15:45:00,527.1857143,527.1857143000093,526.8422142909998,-9.322320693172514e-12,0.34350000900019495
2020-06-13 15:45:00,594.5,594.5000000000136,594.2290749960003,-1.3642420526593924e-11,0.27092500399965047
2020-06-13 15:45:00,490.5125,490.5125000000072,490.6031178549996,-7.219114195322618e-12,-0.09061785499960706
2020-06-13 15:45:00,506.5625,506.5625000000077,506.4357678590006,-7.673861546209082e-12,0.12673214099942243
2020-06-13 15:45:00,504.4142857,504.4142857000067,504.468303578,-6.707523425575346e-12,-0.054017878000024666
2020-06-13 15:45:00,539.7875,539.7875000000079,539.7240178589998,-7.844391802791506e-12,0.06348214100023597
2020-06-13 15:45:00,549.3857143,549.385714300008,549.4822142809994,-7.958078640513122e-12,-0.09649998099939694
2020-06-13 15:45:00,555.2714286,555.2714286000078,555.1156250009999,-7.73070496506989e-12,0.15580359900013718
2020-06-13 15:45:00,551.5285714,551.5285714000108,551.4097142779993,-1.0800249583553523e-11,0.11885712200069065
2020-06-13 15:45:00,564.2142857,564.2142857000081,564.2903750090002,-8.071765478234738e-12,-0.0760893090001673
2020-06-13 15:45:00,536.3714286,536.3714286000097,536.3900535640005,-9.777068044058979e-12,-0.018624964000537148
2020-06-13 15:45:00,577.8571429,577.8571429000112,578.0009464319995,-1.1254996934439987e-11,-0.14380353199953788
2020-06-13 15:45:00,575.6285714,575.6285714000105,575.6948571469995,-1.0459189070388675e-11,-0.06628574699948331
2020-06-13 15:45:00,599.0714286,599.0714286000093,599.0125000070005,-9.322320693172514e-12,0.0589285929994503
2020-06-13 15:45:00,680.525,680.5250000000126,680.6857857120001,-1.261923898709938e-11,-0.16078571200011993
2020-06-13 15:45:00,563.6571429,563.6571429000082,563.6081428369995,-8.185452315956354e-12,0.04900006300056248
2020-06-13 15:45:00,518.9,518.9000000000074,518.6560178589998,-7.389644451905042e-12,0.24398214100017412
2020-06-13 15:45:00,564.3285714,564.3285714000071,564.3265178659999,-7.16227077646181e-12,0.0020535340000833457
2020-06-13 15:45:00,653.8625,653.8625000000118,654.0841607129998,-1.1823431123048067e-11,-0.22166071299989198
2020-06-13 15:45:00,580.0285714,580.028571400012,579.9386726309999,-1.1937117960769683e-11,0.08989876900011495
2020-06-13 15:45:00,671.8714286,671.8714286000147,671.5081964329997,-1.4779288903810084e-11,0.36323216700020566
2020-06-13 15:45:00,585.9714286,585.9714286000096,585.8317499980005,-9.663381206337363e-12,0.13967860199943516
2020-06-13 16:00:00,676.0375,676.0375000000122,675.8811250009999,-1.2164491636212915e-11,0.15637499900014973
2020-06-13 16:00:00,651.625,651.6250000000118,651.8600714149995,-1.1823431123048067e-11,-0.23507141499953832
2020-06-13 16:00:00,687.375,687.375000000013,687.4990952390004,-1.2960299500264227e-11,-0.1240952390004395
2020-06-13 16:00:00,668.0714286,668.0714286000132,668.0732857179995,-1.318767317570746e-11,-0.0018571179995205966
2020-06-13 16:00:00,696.5125,696.5125000000137,696.4317678589999,-1.3642420526593924e-11,0.08073214100011228
2020-06-13 16:00:00,653.5285714,653.5285714000136,653.4699464240001,-1.3528733688872308e-11,0.058624975999919116
2020-06-13 16:00:00,670.5857143,670.5857143000135,670.3713928509999,-1.3528733688872308e-11,0.21432144900006733
2020-06-13 16:00:00,671.725,671.7250000000149,671.4341250089998,-1.48929757415317e-11,0.29087499100023706
2020-06-13 16:00:00,653.4375,653.4375000000123,653.3992678440002,-1.2278178473934531e-11,0.03823215599982177
2020-06-13 16:00:00,627.2375,627.2375000000138,627.1281428560003,-1.3869794202037156e-11,0.10935714399965946
2020-06-13 16:00:00,642.2,642.2000000000146,642.1983035689997,-1.4551915228366852e-11,0.0016964310003686478
2020-06-13 16:00:00,716.175,716.1750000000143,715.8446964350004,-1.432454155292362e-11,0.3303035649995536
2020-06-13 16:00:00,600.2625,600.2625000000128,600.3941428550003,-1.2732925824820995e-11,-0.13164285500022288
2020-06-13 16:00:00,636.3875,636.3875000000148,636.3105535720007,-1.4779288903810084e-11,0.07694642799935991
2020-06-13 16:00:00,723.6,723.6000000000151,723.8996607130005,-1.5120349416974932e-11,-0.29966071300043495
2020-06-13 16:00:00,623.1857143,623.1857143000097,623.0111249900007,-9.777068044058979e-12,0.17458930999930544
2020-06-13 16:00:00,639.4375,639.4375000000143,639.4481250060003,-1.432454155292362e-11,-0.010625006000282156
2020-06-13 16:00:00,611.4714286,611.4714286000105,611.0330892890005,-1.057287590811029e-11,0.4383393109994813
2020-06-13 16:00:00,697.7142857,697.7142857000138,697.5285357220005,-1.375610736431554e-11,0.18574997799953508
2020-06-13 16:00:00,682.75,682.750000000013,682.7405714169998,-1.2960299500264227e-11,0.009428583000158142
2020-06-13 16:00:00,662.525,662.5250000000144,662.5558749969996,-1.4438228390645236e-11,-0.030874996999614268
2020-06-13 16:00:00,648.6714286,648.6714286000122,648.6523392989999,-1.2164491636212915e-11,0.01908930100012185
2020-06-13 16:15:00,289.2571429,289.2571429,289.051321414,0.0,0.20582148600004757
2020-06-13 16:15:00,272.4571429,272.4571429000009,272.44228572400027,-9.094947017729282e-13,0.014857175999736683
2020-06-13 16:15:00,309.0,308.99999999999886,309.35210713500044,1.1368683772161603e-12,-0.35210713500043767
2020-06-13 16:15:00,317.975,317.9749999999992,318.59937501400026,7.958078640513122e-13,-0.6243750140002362
